2.138888888888888928e+01,1.678695652173913118e+02,8.339898862904649945e+01,1.673913043478260931e+01,3.400000000000000000e+01,4.306242166854948317e-01,1.659938607668249588e+01
2.263157894736842124e+01,2.532173913043478137e+02,1.244076716874950534e+02,1.869565217391304301e+01,4.000000000000000000e+01,6.422072750853123901e-01,1.850411188518149785e+01
2.068421052631579116e+01,2.423478260869565304e+02,1.241105111275109465e+02,1.708695652173912904e+01,5.500000000000000000e+01,5.482059172455228113e-01,1.548622019177369147e+01
2.226315789473684248e+01,2.173043478260869676e+02,1.085790180562309928e+02,1.839130434782608603e+01,4.200000000000000000e+01,6.231428961806491085e-01,1.870167779656473428e+01
2.100000000000000000e+01,2.206521739130434696e+02,1.132284933203862067e+02,1.734782608695652328e+01,4.100000000000000000e+01,5.838947126145884736e-01,1.682945686784028183e+01
2.168421052631579116e+01,2.233913043478260931e+02,1.134883811155192461e+02,1.791304347826087096e+01,4.000000000000000000e+01,6.328241292740863777e-01,1.859757809263168582e+01
2.111111111111111072e+01,2.100869565217391255e+02,1.070063350051075162e+02,1.652173913043478137e+01,4.400000000000000000e+01,4.103235189035260855e-01,1.631360051882849760e+01
2.200000000000000000e+01,2.364782608695652186e+02,1.165948188328114554e+02,1.817391304347826164e+01,4.800000000000000000e+01,6.114745289826531982e-01,1.756268459436446250e+01
2.193750000000000000e+01,1.626521739130434696e+02,7.916932871191754373e+01,1.526086956521739069e+01,3.500000000000000000e+01,1.659469869807892461e-01,1.540967754015053615e+01
2.142105263157894868e+01,1.541304347826086882e+02,7.778659872183294510e+01,1.769565217391304301e+01,3.400000000000000000e+01,5.689217587644912477e-01,1.843412067483060213e+01
2.166666666666666785e+01,2.445217391304347814e+02,1.216025080352963101e+02,1.695652173913043370e+01,4.100000000000000000e+01,4.513403217255407274e-01,1.680159048936663169e+01
2.022222222222222143e+01,2.386521739130434696e+02,1.208212837570253981e+02,1.582608695652173836e+01,5.000000000000000000e+01,3.947916792142509013e-01,1.545941673911325331e+01
2.019999999999999929e+01,1.991304347826086882e+02,9.839406132662594473e+01,1.756521739130434767e+01,4.500000000000000000e+01,7.096480209432238784e-01,1.770021792082266288e+01
2.236842105263157876e+01,2.098695652173913118e+02,1.054101531886607148e+02,1.847826086956521863e+01,4.400000000000000000e+01,6.075198214411277053e-01,1.843597020500677530e+01
2.042105263157894868e+01,2.056956521739130324e+02,1.054515980234140358e+02,1.686956521739130466e+01,3.600000000000000000e+01,5.569723822194564411e-01,1.681527240921195698e+01
2.131578947368420884e+01,2.030434782608695627e+02,1.029622518034774004e+02,1.760869565217391397e+01,3.800000000000000000e+01,5.991076788175058176e-01,1.782897480387843814e+01
2.100000000000000000e+01,1.740000000000000000e+02,8.774187349057669394e+01,1.643478260869565233e+01,3.400000000000000000e+01,4.322133030113133878e-01,1.642105036458173117e+01
2.026315789473684248e+01,2.292173913043478137e+02,1.151690285551628818e+02,1.673913043478260931e+01,4.000000000000000000e+01,5.320740535118174686e-01,1.628764648717969621e+01
2.163157894736842124e+01,2.134347826086956559e+02,1.051150132374302615e+02,1.786956521739130466e+01,4.600000000000000000e+01,5.798576000660348173e-01,1.685174082306679821e+01
2.247368421052631504e+01,2.261304347826086882e+02,1.156606731103871226e+02,1.856521739130434767e+01,3.900000000000000000e+01,6.463506744490150613e-01,1.859274994672111347e+01
